Perfil	ST_0_5_cm	ST_5_15_cm	ST_15_30_cm	ST_30_60_cm	ST_60_100_cm	X	Y	top	pH	COT	Al	Ca	Mg	Na	K	H_Al	P	Valor_S	CTCefetiva	Valor_T	Valor_V	m	SPS	s10ndvi	s10savi	s10b2	s10b3	s10b4	s10b8	s20b2	s20b3	s20b4	s20b5	s20b6	s20b7	s20b8A	s20b11	s20b12	lanb1	lanb2	lanb3	lanb4	lanb5	lanb6	lanb7	lanndvi	dem	hill_shade	aspect	convergence_index	curv_cross_sectional	curv_general	curv_longitudinal	curv_maximal	curv_minimal	curv_profile	curv_tangencial	difference	diurnal_anisotropic_heat	effective_air_flow_heights	gradient	Mass_balance_index	mid_slope_position	MRRTF	MRVBF	normalized_height	saga_wetness_index	slope_degress	slope_height	standardized_height	terrain_ruggedness_index	terrain_surface_classification_iwahashi	terrain_surface_convexity	valley_depth	amb_pedo
T1026	1.33	1.52	2.18	2.32	5.2	531540.04	8721626.04	0	4.91	3.54	0.39	0.51	0.1	0.05	0.03	2.75	1.36	0.69	1.08	3.44	20.05	36.11	1.52	0.33	0.5	684.84	1011.6	1304.36	2563.04	681.28	1014.76	1292.16	1707.91	2238.89	2452.59	2738.59	3713.12	2691.52	438.69	541.39	877.08	1131.84	2591.31	3443.38	2417.95	0.39	352.09	182	125.93	1.12	0	0	0	0	0	0	0	0.01	-0.01	177.38	0.01	0	0.03	1.02	3.43	0.51	9.84	0.79	14.85	264.18	0.09	84.04	51.6	14.34	5
T1027	1.56	1.74	2.36	2.5	3.22	531868.8	8723506.26	0	5.35	3.76	0.24	0.61	0.31	0.07	0.02	2.75	2.25	1	1.24	3.75	26.69	19.58	1.74	0.37	0.56	595.52	898.16	1149.72	2510	601.83	905.59	1159.88	1607.46	2062.22	2295.4	2715.87	3854.46	2420.75	408.83	513.96	809.33	1033.78	2543.5	3542.53	2149.63	0.42	340.18	182.54	19.64	-0.8	0	0	0	0	0	0	0	0	0	168.45	0	0	0.72	0.96	5.45	0.14	11.1	0.11	4.71	196.66	0.01	3	9.68	28.63	5
T1028	1.53	1.55	1.62	1.68	2.26	535612.21	8732939.19	0	5.77	5.29	0.1	1.73	0.41	0.07	0.11	1.89	3.68	2.32	2.41	4.21	55.07	4.04	1.55	0.33	0.5	628.68	964	1266.72	2519.28	637.23	979.01	1289.83	1742.17	2179.12	2402.82	2708.48	3988.82	2856.9	385.34	469.2	771.03	1012.13	2372.84	3455.79	2382.37	0.4	328.61	185.93	309.58	0.1	0	0	0	0	0	0	0	-0.02	-0.01	180.38	0.05	0	0.54	0.38	1.58	0.77	8.47	2.03	36.61	293.18	0.22	112.72	54.4	10.67	5
T1029	2.09	2.07	1.92	1.15	0.52	537370.07	8733000.52	0	5.7	4.27	0.1	0.92	0.2	0.07	0.09	2.06	1.7	1.28	1.38	3.35	38.37	7.06	2.08	0.32	0.48	626.2	932	1216.8	2348.24	618.44	920.89	1202.87	1604.41	2033.08	2223.55	2466.38	3808.71	2773.76	368.22	459.66	752.29	954.76	2279.64	3221.18	2221.7	0.41	330.85	179	77.96	-0.14	0	0	0	0	0	0	0	0	-0.01	173.77	0.01	0	0.28	1.36	3.49	0.64	9.62	0.61	15.58	274.13	0.07	99	47.56	8.75	6
T1030	1.2	1.18	1.16	1.4	1.64	532919.26	8723558.83	0	4.82	9.67	0.29	2.04	0.31	0.09	0.08	5.15	4.36	2.52	2.81	7.67	32.8	10.41	1.19	0.46	0.69	554.16	953.8	1027.56	2787.28	572.65	963.5	1065.37	1682.16	2369.13	2613.69	2971.99	3650.43	2336.45	368.91	464.42	785.7	964.53	2627.73	3363.55	2097.21	0.46	347.39	183	297.2	0.53	0	0	0	0	0	0	0	0.01	0	176.62	0.01	0	0.04	1.25	2.5	0.51	9.01	0.93	7.01	261.47	0.1	98	46.19	6.82	5
T1031	2.4	2.4	2.42	2.87	4.11	539605.07	8735274.81	0	4.69	3.07	0.49	0.2	0	0.07	0.05	2.75	2.04	0.33	0.81	3.08	10.62	59.88	2.4	0.32	0.48	662.84	1043.88	1472.04	2824.48	665.79	1050.58	1486.36	1962.38	2497.76	2703.17	2998.56	4263.96	3120.68	399.43	508.91	871.37	1240.72	2658.1	3615.67	2540.95	0.36	307.89	177.97	93.68	-0.01	0	0	0	0	0	0	0	0	-0.01	144.27	0.02	0	0.13	0.85	2.59	0.56	9.79	1	19.77	249.21	0.11	66	31.15	15.21	5
T1032	2.33	2.48	3.01	3.66	3.54	539811.48	8735290.85	0	4.92	3.89	0.19	0.61	0	0.07	0.06	2.23	2.73	0.75	0.94	2.98	25.07	20.69	2.48	0.31	0.47	617.6	969.2	1384.96	2616.88	611.4	962.29	1370.4	1845.47	2243.66	2462.79	2772.73	4197.25	2987.91	407.68	489.71	821.45	1141.91	2523.97	3550.62	2435.72	0.38	304.73	177.31	95.89	-1.97	0	0	0	0	0	0	0	0	-0.01	141.82	0.02	0.01	0.06	0.59	2.59	0.53	10.13	1.03	20.07	242.58	0.11	98.08	45.93	17.91	5
T1033	2.3	2.43	2.77	3.5	4.56	539733	8736502.19	0	4.65	2.84	0.54	0.31	0	0.07	0.05	2.75	2.39	0.43	0.97	3.18	13.56	55.43	2.32	0.24	0.37	794.16	1194.48	1744.48	2858.8	789.71	1192.47	1741.44	2199.5	2568.34	2759.43	3024.68	4512.6	3412.8	475.2	587.19	952.35	1376.82	2673.34	3837.23	2751.91	0.32	301.51	178.12	65.79	-1.97	0	0	0	0	0	0	0	0	-0.01	134.61	0.02	-0.01	0.47	0.52	3.29	0.27	10.33	1.04	6.53	207.11	0.11	66	34.74	18.08	5
T1034	0.54	1.38	2.74	3.38	3.61	538857.74	8736333.94	0	5.18	9.99	0.1	2.86	0.71	0.09	0.16	7.39	4.36	3.82	3.91	11.21	34.07	2.49	0.78	0.21	0.31	708.96	1086.12	1675.76	2540.32	699.87	1071.18	1650.81	2023.38	2314.59	2484.03	2669.21	4392.23	3511.35	481.73	564.36	891.1	1321.73	2402.02	3694.56	2822.39	0.29	313.77	179.48	75.94	-0.85	0	0	0	0	0	0	0	0	-0.01	145.86	0.01	0	0.65	4.41	3.17	0.83	9.4	0.63	21.69	289.28	0.07	70.76	35.21	4.56	5
T1038	1.56	1.75	2.19	2.13	1.94	537443.14	8729372.51	0	4.72	4.16	0.49	0.61	0	0.08	0.06	3.95	2.45	0.75	1.24	4.7	15.93	39.42	1.66	0.35	0.52	601.92	940.36	1257.44	2571.84	595.69	933.2	1242.55	1721.94	2227.36	2450.8	2743.31	3785.04	2534.55	324.7	409.17	713.06	951.77	2477.7	3276.46	2105.32	0.45	350.82	179	74.79	2.25	0	0	0	0	0	0	0	0	-0.01	185.33	0.01	0.01	0.54	0.97	3.29	0.77	9.7	0.76	28.46	309.54	0.08	66.2	64.05	8.61	5
V10	2.43	2.42	2.41	2.56	2.77	535090.66	8732753.02	0	5.72	3.55	0.05	0.61	0.51	0.12	0.16	3.61	3.99	1.41	1.46	5.02	28.06	3.35	2.43	0.42	0.63	631.28	1022.56	1205.52	2917.52	620.82	1009.31	1176.8	1697.56	2484.39	2758.74	3071.64	3649.73	2523.07	289.76	399.85	771.01	918.69	2666.95	3181.78	2109	0.49	272.18	190.98	294.78	-4.43	0	0	0	0	0	0	0	0.06	0	123.76	0.01	-0.06	0.91	0.24	1.15	0.05	10.03	3.71	2.73	177.73	0.41	65	18.51	55.69	2
V18	8.85	7.98	13.84	33.31	42.23	543926.84	8717694.95	0	5.51	9.19	0.07	2.65	6.53	1.53	1.52	5.07	4.94	12.23	12.29	17.29	70.69	0.55	8.85	0.33	0.5	706.08	1172.6	1485.6	2940.08	709.44	1172.22	1482.68	2000.36	2589.1	2823.14	3109.79	4397.46	3350.68	408.8	527.23	928.19	1145	2705.31	3565.86	2552.73	0.41	258.49	176.61	159.01	18.19	0	0.01	0	0	0	0	0	-0.02	0.02	106.17	0.08	0.15	0.33	1.83	0.33	0.67	6.29	3.46	9.16	229.93	0.41	113.28	68.74	4.6	3
V7	1.59	2.52	4.13	6.1	7.33	539872.12	8736448.32	0	5.4	7.27	0.15	0.92	1.02	0.12	0.12	5.15	6.37	2.18	2.32	7.33	29.68	6.3	1.6	0.3	0.46	583.24	923.84	1250.96	2352.88	589.75	929.21	1271.82	1678.66	2106.8	2315.75	2523.79	3557.79	2588.53	340.99	451.51	817.31	1154.12	2380.38	3224.46	2262.25	0.35	299.96	180.12	45.56	-1.94	0	0	0	0	0	0	0	0	-0.02	133.37	0.02	0.02	0.49	0.49	2.67	0.26	9.31	0.96	4.48	205.55	0.11	97.12	47.59	13.06	5
V8	0.77	1.88	3.9	5.21	4.61	539723.53	8735313.68	0	4.97	8.58	0.15	1.33	1.63	0.13	0.13	9.11	8.01	3.22	3.37	12.33	26.13	4.34	1.06	0.32	0.48	652.56	1026.32	1455.76	2731.2	645.39	1012.31	1436.55	1915.97	2357.55	2605.63	2881.7	4129.58	3047.2	397.87	489.58	822.97	1148.44	2546.06	3438.25	2413.68	0.38	306.3	177.52	89.75	0.09	0	0	0	0	0	0	0	0	-0.01	142.97	0.02	0.01	0.06	1.2	2.62	0.53	9.83	0.93	17.84	243.41	0.1	74.96	50.15	15.94	5
